product name,description,urls,votes
"Storylens
",No code website building platform,https://betalist.imgix.net/attachment/129223/image/41800b89d4fea0a0171333c438c80d2b.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"13,
5
"
"Virtual Assembly
","Directory of free remote events, courses and tools",https://betalist.imgix.net/attachment/128994/image/ba783a363fb30baa65829c8c2f0e0591.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Upfront
",Allows you to put a name & more to your transactional calls,https://betalist.imgix.net/attachment/128991/image/d6ce5268339ce79e5be35b6233bcc69e.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"5,
2
"
"Coronavirus Tips New Tab
",Do the five - Stop the spread of the coronavirus when you open a new tab,https://betalist.imgix.net/attachment/129808/image/74361e62f9dc4527239be92d556243e8.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"1,
1
"
"Kraken
","Manage risk, improve compliance, and scale your business",https://betalist.imgix.net/attachment/130047/image/42cd5abf469c8b622498afd340a7f910.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"Aasaan.ai
","No Code Platform for building, training and deploying data classifiers",https://betalist.imgix.net/attachment/128924/image/3f2389a181bd1713baeae487ef7aa2bb.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"LOVO Studio
","AI Voice Creation Platform for Marketers, E-Learning, Audiobook, and more",https://betalist.imgix.net/attachment/128876/image/d60408c2908c1aeffff7aa614f5950ab.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,6
"Decision Mate
",Create video surveys to show your prototypes and get feedback early,https://betalist.imgix.net/attachment/128130/image/1f696e2e2cc2626c4fd64a7bbc0c40b4.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,6
"Unminus
",Free Premium Music for Your Projects. Unsplash for Music,https://betalist.imgix.net/attachment/128987/image/f1d68cb6949e8b4297fd01d383b07376.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"14,
1
"
"SONE
",Free instant podcast mastering service,https://betalist.imgix.net/attachment/127652/image/a088aa48b2012a86644183f62a2c38b3.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"UltimateSMM
",Automate and manage all your social media accounts in one place,https://betalist.imgix.net/attachment/128985/image/c2655ad5bda312dc20b40a3eca85cdd3.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
1
"
"Impresso
",Create marketing videos in minutes,https://betalist.imgix.net/attachment/128070/image/c8bca8f0f7b181df464b074fe7822cc8.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
3
"
"Peek Jar
",The Privacy-First Social Network,https://betalist.imgix.net/attachment/128044/image/c5d63b5f1c558e359f5aaa0b9039486b.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
1
"
"mote
","The faster, friendlier way to comment on docs",,6
"Foiz
","Easily track your yearly holidays, to get the most of them",https://betalist.imgix.net/attachment/127816/image/1a6d5911efcc48113278259db2ce6a98.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Cookie Jar
",Mixed-Media Digital Scrapbook,https://betalist.imgix.net/attachment/128832/image/38cbf3b7171560216a5b0c9e9d01f433.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,
"StackHawk
","AppSec built for developers - Find, triage, and fix security bugs",https://betalist.imgix.net/attachment/128830/image/a893dadca5c91925a18f3c90f831d648.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"13,
1
"
"BoardBell
",Task Boards With Team Chat,https://betalist.imgix.net/attachment/128845/image/77e0363f8e197dbd7ca1d81298d8d476.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"React Bricks
",Block-Based Content Management System for Gatsby and Next.js,https://betalist.imgix.net/attachment/128789/image/bbe490f047e8c1107e95bd659d0661f3.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Zimo
",A video onboarding platform for remote hiring companies,https://betalist.imgix.net/attachment/129166/image/e8c61d9c7d38471fa9173b97ef1b43e2.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"InventHub
",Visual version control for electronics design,https://betalist.imgix.net/attachment/128110/image/bbfddf77201062ef37bc46e117f99a9d.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"AVE
",Another opportunity to be a little happier,https://betalist.imgix.net/attachment/129165/image/362e92d865ef5a54ec3544f58096a1a9.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"damnshort
",Dotcoms for startups and side projects,https://betalist.imgix.net/attachment/129164/image/c745d878000e6f91b7e2d378fd4eb1f0.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"7,
5
"
"VSUAL
",A new high-end print on demand marketplace for artists,https://betalist.imgix.net/attachment/129163/image/eb10f9d79441acbd07f642c9e58dc73b.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Binary Management
",A business tool that empowers creativity,https://betalist.imgix.net/attachment/129167/image/40d23690876d93ad15096b9e2d24cb6c.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"1,
2
"
"GitMind
",Free Online Mind Mapping,https://betalist.imgix.net/attachment/128062/image/26fa69467cd858ade7237f1f6016c5ee.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"15,
3
"
"Luupro
",Get social about the projects you're working on,https://betalist.imgix.net/attachment/128497/image/3d36369037cb03377d02420e216616e0.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,6
"Nots.io
",Documentation tool for development teams,https://betalist.imgix.net/attachment/129082/image/37b8bb5ffe27845fc321c50d2a8c4ecd.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"7,
1
"
"Emosio
","Your analytics tell you what happened, we tell you why it happened",,1
"Pixz
",Crowdsource photos from groups and events,https://betalist.imgix.net/attachment/126829/image/59e1ef3cf7db7a05794b0789e5dba019.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Club Walrus
",Mobile banking for teenagers in India,https://betalist.imgix.net/attachment/128524/image/48404962254a3641c09c2a05dac2bcf8.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Obviously AI
",No-Code Data Science tool for Business users,,12
"WaterCooler
",Make your distributed teams more social,https://betalist.imgix.net/attachment/128523/image/dcdb914289b17b30669eba64ac7520ba.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"Fiwit
",Your single place to manage your internal IT,https://betalist.imgix.net/attachment/128172/image/e0d8047678c1543fdbbaee144cff61fe.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"HotMap by ZapApps.io
",Easily track your websites visitors and replay sessions,https://betalist.imgix.net/attachment/128011/image/b84ec111961ac86d266d5a844eaf7343.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"5,
2
"
"Timesheet Eater
",Generate your timesheets automatically with AI,,2
"DataReportive
",From SQL to BI Dashboards and Email Data Reports in minutes,https://betalist.imgix.net/attachment/127835/image/cb29d7c05c06056cc80454ca912082ab.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Shades
",Effortless screen recording for creators,https://betalist.imgix.net/attachment/128522/image/39f02edb0ef4d936e88c7efbc64ee859.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"Exporteur
",Powerful image optimization for the web on macOS,https://betalist.imgix.net/attachment/127129/image/f63ff418a4b7d993ef84904458f59d0d.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"10,
5
"
"SoVisual.co
","1-month packs of social media content, ready to post now",https://betalist.imgix.net/attachment/128402/image/74c1ecef3511e6f7a7defd9fd9edd4c0.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"10,
5
"
"hello benji
",Make more time and money with smart finances for self-employed and 1099,https://betalist.imgix.net/attachment/128389/image/36fa612ccd6ff41b8b0af2be3563fa42.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"5,
1
"
"Signum Competitive intelligence
",Track your competitors’ activity,https://betalist.imgix.net/attachment/128885/image/2bcf1f1675629714dc1f60c50b75111f.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"12,
3
"
"SubClock
",An improved clock app for mac,https://betalist.imgix.net/attachment/127699/image/4dba1e8e9a81700fb94a3c1de0a7aee1.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
2
"
"STRIM _ Lifestyle Shopping log
",Discover shopping log of your taste,,
"Magic Lasso Adblock 2.0
","Free ad block for iPhone, iPad and Mac",https://betalist.imgix.net/attachment/128435/image/42257a82b67648cfaa75e4e44c7511ea.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,
"DID.app
",Passwordless device based authentication for websites and apps,https://betalist.imgix.net/attachment/127883/image/17aad8fca9a6960c66674ae9f45754c0.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,6
"Affily
",Grow your SAAS 🚀 with your own Powered by Stripe Affiliate program,https://betalist.imgix.net/attachment/126686/image/69a0a9922f73e95e5985fb63e46c1844.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"10,
6
"
"BlogAudio
",Convert your articles to high-quality audio voice-over of your content,https://betalist.imgix.net/attachment/128228/image/fd6e673634546c74365c6ad360fefa72.gif?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,14
"Enkel
",The clean and simple RSS reader,https://betalist.imgix.net/attachment/128285/image/b2538d680feac0b4ddf14d1a02fcb31c.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"Persona
",Psychology Research based Personality Test,https://betalist.imgix.net/attachment/127052/image/fcb7c80adf06a0542e837f9764fe393f.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,8
"Wesat
","Client, project, and payment management for small businesses",https://betalist.imgix.net/attachment/126930/image/b0379705d7f8e41fb03bb82a098819bd.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,6
"Ivella
",Modern joint banking for any stage couple,https://betalist.imgix.net/attachment/126556/image/7ad55aeb3ee392b2d7635429036a0c4e.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"2,
1
"
"Vuebox
",Social video platform powered by AI search,https://betalist.imgix.net/attachment/126676/image/46e9e161d9a26357fd5a2a8f20a172b8.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"DiffHub
",Automate Website Testing with No Code,https://betalist.imgix.net/attachment/127716/image/e7e3b8bcb8061478672fc0bc93749ef0.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,6
"Footnote
","Your Reading, Remembered",https://betalist.imgix.net/attachment/127660/image/f46ec595f202ef6715df1a2b948aa952.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"storychat
",Success through objectives and key results,https://betalist.imgix.net/attachment/127659/image/28dcd578ed2e989425cf8c9cc01d5338.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"bewifi
","Many Wifi Hotspots, One App to Connect.",https://betalist.imgix.net/attachment/127665/image/239d07e904697ee5e9a99a7e195ee2d6.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"Gradient Hunt
","Curated collection of beautiful gradients, updated daily",https://betalist.imgix.net/attachment/89503/image/61f7ba9edb6ef7207c8e568ce1a1589f.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"Prohap
",Daily journaling app,https://betalist.imgix.net/attachment/126460/image/d8c620c681119c1ef50f54c1218832c8.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,
"What is my cost
",Find the outsourced tech building cost of your idea.,https://betalist.imgix.net/attachment/126230/image/35534959bb51539006a1caa9b475f24c.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
2
"
"Sales Assistant AI
",New sales channel for your eCommerce powered by AI,https://betalist.imgix.net/attachment/126222/image/4c35c15d100b6025928e97a08283c774.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"The Universe Loves You
",A thousand brilliant minds in your pocket,https://betalist.imgix.net/attachment/126204/image/caa56bddf2ea648c3a3afd82cda7c138.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"7,
4
"
"Streamery
","Create, share, and monetize your own social timelines and feeds",https://betalist.imgix.net/attachment/128166/image/75fa8f6e276de612fc0ff1196d0dbfcf.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"WeWeb
",The first full Javascript website builder,https://betalist.imgix.net/attachment/127931/image/ebdd7df14491b79f7ee886d32208a026.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"11,
1
"
"Qovery
","Build, deploy, scale container application seamlessly",https://betalist.imgix.net/attachment/128243/image/0f18fbcf7ec8276e228dc1a158def762.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"PostKit
",Programmatically generate marketing graphics,https://betalist.imgix.net/attachment/128242/image/a7356deb0292ba5cb72b81ca18c3e1a5.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"Eternize
",Social app about things you do or experience 🌌,https://betalist.imgix.net/attachment/128157/image/73b5c9c254e9508b479c8af2d6b6e9fd.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"1,
3
"
"IdeaBuddy
",All-in-one toolbox for propelling your business ideas,https://betalist.imgix.net/attachment/128165/image/2cfde0251367df31c7650daceb76dd89.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,13
"MonetoHQ
",A Simple Financial Overview of Your Business,https://betalist.imgix.net/attachment/128109/image/74d2d0d52007a8258dbb3bde3146ca07.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"GitSpo
",Measure & Engage Your Open-Source Community,https://betalist.imgix.net/attachment/127324/image/92c71f9ef1097fdc6e4f30277cfc44be.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
2
"
"OrganizeEmail.com
",Get your Gmail inbox under control,https://betalist.imgix.net/attachment/128164/image/25a03003d2c67d9275bd2f1f1ffd2b61.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"9,
1
"
"trango
",Privacy Focused File Sharing! Fast and Secure,https://betalist.imgix.net/attachment/128117/image/ea019f6649d5e179f7f09d810bab2e93.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"14,
13
"
"Quorum
",Community chat with subscriptions built in,https://betalist.imgix.net/attachment/127130/image/f7a8d756ffebe2d44adee305ce62798f.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"9,
2
"
"Hey.ai Candidates
",In depth AI analytics about the Presidential Candiates,https://betalist.imgix.net/attachment/127930/image/636d25dc44aaee5a03d96c8eafaccbbc.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Brik + Clik
",Turnkey operator of shared retail spaces,https://betalist.imgix.net/attachment/127869/image/97b3bc86ff965ed65002c69a2936b990.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"8,
1
"
"Instasub
",Add subtitles to your social videos in minutes,https://betalist.imgix.net/attachment/128135/image/71d8e5280bc6e3e544356cf39842655d.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"5,
3
"
"Checkaso
",Make it easy to find your app in stores 🔍,https://betalist.imgix.net/attachment/126680/image/b2b24d121b9873a9bccf104858d2965a.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Work311
","Simple, anonymous web-based workplace hotlines",https://betalist.imgix.net/attachment/127929/image/c893269d6b24ee9463b3c86864f47b99.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Mission-X
",A next-gen project management ecosystem,https://betalist.imgix.net/attachment/127759/image/0a91bae1cb6d73e445aeeed3059eb0e0.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"
2
"
"Shipped
",An issue tracker that 2-way syncs with Slack threads.,https://betalist.imgix.net/attachment/126885/image/14a9e4ffb9472290b67c2082af943efe.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Formal Founder
",Business Name Availability Check,,"4,
3
"
"LEAD
",Connecting co-workers for learning & social activities,https://betalist.imgix.net/attachment/128133/image/0f98f35f0e747c2c0911bcf1f413184d.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,
"Teami
",Virtual workspace with a focus on employee engagement,https://betalist.imgix.net/attachment/127238/image/f5e830f98529ec08a97a46ba5fa756db.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"2,
1
"
"Eureka
",Streamline & automate employee onboarding,https://betalist.imgix.net/attachment/127858/image/e4e041d3d191c71cac97bc7463978327.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"10,
1
"
"PriceChecks
",Detects the optimal price range for your product,https://betalist.imgix.net/attachment/127857/image/7adbaebdddff764ade3cb6c60747a1a1.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"5,
3
"
"The Weekly Shuffle
",Top 60s highlights from the best tech & VC podcasts,,5
"Hilo
",Space for teams to share the highs and lows of their workday anonymously,https://betalist.imgix.net/attachment/127856/image/58ad67787a05e335791187c448ef791b.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"14,
3
"
"Bazinga
",A search engine for Superpowers,https://betalist.imgix.net/attachment/126848/image/f62da5ecbd7e0ea326e745cb7eff6e17.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
1
"
"SimpListic
",Enhancing the traditional grocery shopping experience,https://betalist.imgix.net/attachment/126818/image/1af4204b562ef2e7bd5c98153388938c.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"Albion
",Makes publishing painless like the way Shopify made e-commerce easy,https://betalist.imgix.net/attachment/126732/image/8f2cb517df343764f7f4d219d7167ce0.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"21,
6
"
"Folge
",Easily create professional visual guides and tutorials in minutes,https://betalist.imgix.net/attachment/128049/image/6a79ccce7aee98baa7c2bdd1dfe1389b.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"16,
1
"
"Thinkability
",An iOS and Android app for people with dementia,https://betalist.imgix.net/attachment/127790/image/7e13dbf77aa3c17d057feda86dc8860b.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"Ovvio
",A digital notebook for collaborative work management,https://betalist.imgix.net/attachment/127789/image/ab5387b34f7343f5f5524f303e2e1777.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"10,
3
"
"Whale
",Guide your teams to success with playbooks,https://betalist.imgix.net/attachment/128610/image/cea96809c4787b46e757139c6559453e.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
1
"
"Listenable
",Listen to 5-minute audio lessons while doing something else,https://betalist.imgix.net/attachment/127122/image/b132fd13dea80d7b5a300bb8579dc6cb.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
